ลำดับ,เลขทะเบียนโรงงาน,FID,TSIC,รหัสประเภท,จำพวก,ปีที่ได้รับอนุญาต,ชื่อโรงงาน,ผู้ประกอบการ,ประกอบกิจการ,เลขที่,หมู่,ซอย,ถนน,ตำบล,อำเภอ,รหัสจังหวัด,จังหวัด,รหัสไปรษณีย์,โทรศัพท์,ค่าอาคาร,ค่าที่ดิน,ค่าเครื่องจักร,เงินทุนหมุนเวียน,เงินทุนรวม,ชาย,หญิง,คนงานรวม,แรงม้ารวม,พื้นที่โรงงาน,พื้นที่อาคาร
5430,จ3-73-9/58รย,2.02E+13,27909,7300,3,58,บริษัท จอห์นเครน (ประเทศไทย) จำกัด,บริษัท จอห์นเครน (ประเทศไทย) จำกัด,ตรวจสอบ ซ่อมแซม และบำรุงรักษา ซีลกันรั่วสำหรับเครื่องกล ข้อต่ออ่อนสำหรับถ่ายกำลัง ระบบเครื่องอุดยากันรั่วและอุปกรณ์นิรภัย,450,,,สุขุมวิท,ห้วยโป่ง,เมืองระยอง,21,ระยอง,21150,"02-7174507, 038-685269",9000000,0,8000000,20000000,37000000,7,0,7,79.62,1368,1368
5431,จ3-73-3/66รย,2.02E+13,33200,7300,3,66,บริษัท เซอร์ม่า แมชินเนอรี่ (ไทยแลนด์) จำกัด,บริษัท เซอร์ม่า แมชินเนอรี่ (ไทยแลนด์) จำกัด,โรงงานประกอบเครื่องจักรที่ใช้สำหรับงานบดพลาสติก เครื่องบดพลาสติก,450,,,สุขุมวิท,ห้วยโป่ง,เมืองระยอง,21,ระยอง,21150,33013589,0,0,20000000,2000000,22000000,17,6,23,199.98,1848,1837
5432,ข3-73-7/61รย,9.11E+13,27909,7300,3,61,บริษัท ไอเจน พาวเวอร์เทค จำกัด,บริษัท ไอเจน พาวเวอร์เทค จำกัด,ประกอบกิจการผลิต จำหน่ายชุดแท่งตัวนำไฟฟ้า อุปกรณ์ส่งกำลังไฟฟ้า,99/8,1,,,บ้านแลง,เมืองระยอง,21,ระยอง,21000,,39037383,59672025,236612500,35000000,370321908,13,0,13,204.62,6546,3608
5433,จ3-74(3)-6/62รย,2.02E+13,27103,7403,3,62,บริษัท เค ลีดเดอร์ (ไทยแลนด์) จำกัด,บริษัท เค ลีดเดอร์ (ไทยแลนด์) จำกัด,ผลิตชิ้นส่วนอุปกรณ์สำหรับโทรคมนาคม เช่น เส้นใยแก้วนำแสง และสายรัดสายไฟกันน้ำ,23-มี.ค.,,,ราษฎร์บำรุง,ห้วยโป่ง,เมืองระยอง,21,ระยอง,21150,,0,0,13500000,12500000,26000000,10,0,10,360,700,0
5434,จ3-74(3)-5/62รย,2.02E+13,27103,7403,3,62,บริษัท เค ลีดเดอร์ (ไทยแลนด์) จำกัด,บริษัท เค ลีดเดอร์ (ไทยแลนด์) จำกัด,ผลิตชิ้นส่วนอุปกรณ์สำหรับโทรคมนาคม เช่น เส้นใยแก้วนำแสงและสายรัดสายไฟกันน้ำ,23-ก.ค.,,,ราษฏร์บำรุง,ห้วยโป่ง,เมืองระยอง,21,ระยอง,21150,,0,0,13500000,12500000,26000000,10,0,10,360,700,700
5435,จ3-74(5)-1/67รย,2.02E+13,27101,7405,3,67,บริษัท ไวกิ้ง เพาเวอร์ จำกัด,บริษัท ไวกิ้ง เพาเวอร์ จำกัด,การทำหม้อเก็บพลังงานไฟฟ้า หรือหม้อกำเนิดพลังไฟฟ้าชนิดน้ำหรือชนิดแห้ง และรวมถึงชิ้นส่วนของผลิตภัณฑ์ดังกล่าว ตัดพับม้วนโลหะ กลึงเจาะกัดไส เจียนเชื่อมโลหะทั่วไป,91/9,,,ชากกลาง-มิตรประชา,ห้วยโป่ง,เมืองระยอง,21,ระยอง,21150,,1500000,1000000,10000000,5000000,17500000,8,5,13,258.1,3452,795
5436,จ3-75(1)-4/64รย,2.02E+13,33151,7501,3,64,บริษัท ซีเวฟ มารีน จำกัด,บริษัท ซีเวฟ มารีน จำกัด,ซ่อมและประกอบเรือจากพลาสติก ออกแบบเรือยางและเรือพลาสติก สร้าง ซ่อม และประกอบเรือยางและเรือไฟเบอร์กลาส,189/34,3,,,แกลง,เมืองระยอง,21,ระยอง,21160,,0,0,500000,1000000,1500000,5,4,9,91.5,3700,396
5437,3-75(2)-1/22รย,1.02E+13,30110,7502,3,22,สหายการช่าง,สหายการช่าง,ซ่อมแซมเครื่องยนต์และส่วนประกอบอะไหลเครื่องเรือประมง โดยไม่มีการผลิต,037/1,,,อารีราษฎร์,ปากน้ำ,เมืองระยอง,21,ระยอง,21000,611653,35000,50000,90000,30000,205000,4,0,4,60,640,154
5438,จ3-77(1)-4/62รย,2.02E+13,29109,7701,3,62,บริษัท พีแอนด์ที โพรเกร็ส อินเตอร์เทรด จำกัด,บริษัท พีแอนด์ที โพรเกร็ส อินเตอร์เทรด จำกัด,ทำประกอบ ติดตั้ง อุปกรณ์สำหรับรถยนต์,98/99,5,,ตากวน-หาดทรายทอง,มาบตาพุด,เมืองระยอง,21,ระยอง,21150,,17186342,17000000,1200000,400000,35786342,8,2,10,81,6696,1350
5439,จ3-77(2)-1/61รย,2.02E+13,29309,7702,3,61,บริษัท คาพาวู (ไทยแลนด์) จำกัด,บริษัท คาพาวู (ไทยแลนด์) จำกัด,ทำชิ้นส่วนหรืออุปกรณ์สำหรับรถยนต์ เช่น อุปกรณ์แลกเปลี่ยนความร้อน,19-เม.ย.,,,วัดโขดหิน-เขาไผ่,ทับมา,เมืองระยอง,21,ระยอง,21000,038-680044,0,0,19000000,10000000,29000000,6,24,30,207.8,972,972
5440,จ3-77(2)-1/41รย,2.02E+13,29309,7702,3,41,บริษัท เอช เทค เอเชีย จำกัด,บริษัท เอช เทค เอเชีย จำกัด,ผลิตชิ้นส่วนของรถยนต์จากผลิตภัณฑ์พลาสติก,152,,,เนินพยอม,มาบตาพุด,เมืองระยอง,21,ระยอง,21150,682504,9500000,0,8000000,6000000,23500000,4,11,15,1172.76,3000,1644
5441,3-78(1)-1/38รย,1.02E+13,30911,7801,3,38,บริษัท เอส.ซี.ไออินดัสทรี (1994) จำกัด,บริษัท เอส.ซี.ไออินดัสทรี (1994) จำกัด,"ผลิตชิ้นส่วนรถจักรยาน ได้ปีละ 240,000 ชุด ,วงล้อรถจักรยานยนต์ ได้ปีละ 360,000 ชิ้น และซี่ลวดวงล้อรถจักรยานยนต์ ได้ปีละ 100,",72/10,,,มาบยา,มาบตาพุด,เมืองระยอง,21,ระยอง,21150,"682053,682747-8",0,60000000,0,163000000,223000000,287,292,579,3531.85,131200,19286
5442,ข3-81(3)-2/65รย,9.11E+13,32501,8103,3,65,บริษัท อินโนโพลีเมด จำกัด,บริษัท อินโนโพลีเมด จำกัด,เครื่องใช้ หรืออุปกรณ์การแพทย์,299,5,,,เชิงเนิน,เมืองระยอง,21,ระยอง,21000,,112000000,0,158000000,100000000,370000000,20,0,20,2204.8,12800,7475
5443,จ3-87(1)-1/44รย,2.02E+13,32401,8701,3,44,บริษัท จี-ฟอร์ซ คอมพอสิตส์ จำกัด,บริษัท จี-ฟอร์ซ คอมพอสิตส์ จำกัด,ผลิตเครื่องเล่น เช่น เครื่องบินเล็ก,24,,,รวมมิตร,เชิงเนิน,เมืองระยอง,21,ระยอง,21000,0 3887 1319,2400000,0,2350000,2000000,6750000,178,30,208,70.9,6925,498
5444,3-88(1)-1/66รย,4.02E+13,35101,8801,3,66,บริษัท ผลิตไฟฟ้าและพลังงานร่วม จำกัด,บริษัท ผลิตไฟฟ้าและพลังงานร่วม จำกัด,ผลิตพลังงานไฟฟ้าจากพลังงานแสงอาทิตย์แบบติดตั้งบนทุ่นลอยน้ำ ขนาดกำลังการผลิต 281.88 กิโลวัตต์,333,,,มาบตาพุดพัน,มาบตาพุด,เมืองระยอง,21,ระยอง,21150,,0,0,8730000,0,8730000,20,0,20,699.5916,51500,33000
5445,3-88(1)-18/62รย,4.02E+13,35101,8801,3,62,บริษัท จัดการและพัฒนาทรัพยากรน้ำภาคตะวันออก จำกัด (มหาชน) สถานีผลิตไฟฟ้า (โรงสูบน้ำมาบตาพุต),บริษัท จัดการและพัฒนาทรัพยากรน้ำภาคตะวันออก จำกัด (มหาชน) สถานีผลิตไฟฟ้า (โรงสูบน้ำมาบตาพุต),ผลิตกระแสไฟฟ้าจากพลังงานแสงอาตย์ ขนาด 0.2 เมกะวัตต์ต่อชั่วโมง,477,,,สุขมวิท,ห้วยโป่ง,เมืองระยอง,21,ระยอง,21150,,51478472,52582500,257822324,540245940,902129236,4,0,4,535.948,5432,5432
5446,ข3-88(1)-26/64รย,9.11E+13,35101,8801,3,64,บริษัท เอนเนอร์จี อินโนเวชั่น พาวเวอร์ จำกัด,บริษัท เอนเนอร์จี อินโนเวชั่น พาวเวอร์ จำกัด,"ผลิตพลังงานไฟฟ้าจากพลังงานแสงอาทิตย์ที่ติดตั้งบนหลังคา ขนาดกำลังการผลิต 2,988.090 กิโลวัตต์",119,,,บ้านแลง-นาตาขวัญ,บ้านแลง,เมืองระยอง,21,ระยอง,21000,,0,0,29200000,1300000,30500000,3,0,3,7091.44,155192,41632
5447,3-88(1)-20/63รย,4.02E+13,35101,8801,3,63,บริษัท ไออาร์พีซี จำกัด (มหาชน),บริษัท ไออาร์พีซี จำกัด (มหาชน),"ผลิตพลังงานไฟฟ้าจากพลังงานแสงอาทิตย์ (แบบติดตั้งบนทุ่นลอยน้ำ) ขนาดกำลังการผลิต 8,597 KWp",-,"1, 13",,,ตะพง,เมืองระยอง,21,ระยอง,21000,,3000000,39000000,669000000,69000000,780000000,3,0,3,53529.523,780486,268
5448,3-88(2)-1/37รย,1.02E+13,35101,8802,3,37,บริษัท ไทยแทฟฟิต้า จำกัด,บริษัท ไทยแทฟฟิต้า จำกัด,ผลิตกระแสไฟฟ้าเพื่อใช้ภายในกิจการโรงงานของบริษัทฯ เพิ่มขึ้น 10 เมกกะวัตต์ รวมเป็น 24 เมกกะวัตต์,13,3,,ทางหลวงหมายเลข 3191,ห้วยโป่ง,เมืองระยอง,21,ระยอง,21150,681601-8,0,0,251831969,1050000000,1301831969,32,2,34,19731.9,0,300
5449,3-88(2)-9/63รย,4.02E+13,35101,8802,3,63,บริษัท พีทีที แอลเอ็นจี จำกัด,บริษัท พีทีที แอลเอ็นจี จำกัด,ผลิตไฟฟ้าเพื่อใช้ภายในสถานีรับ-จ่ายก๊าซธรรมชาติเหลวหนองแฟบ,2-ส.ค.,,,โรงปุ๋ย,มาบตาพุด,เมืองระยอง,21,ระยอง,21150,,100000000,40000000,300000000,500000000,940000000,80,80,160,29721.3,5071,877
5450,3-88(2)-3/63รย,4.02E+13,35101,8802,3,63,บริษัท โกลบอล เพาเวอร์ ซินเนอยี่ จำกัด (มหาชน),บริษัท โกลบอล เพาเวอร์ ซินเนอยี่ จำกัด (มหาชน),โรงผลิตกระแสไฟฟ้าจากเชื้อเพลิงขยะชุมชน กำลังการผลิต 9.8 เมกะวัตต์,94/7,3,,,น้ำคอก,เมืองระยอง,21,ระยอง,21000,,400564000,53000000,1005146000,5000000,1463710000,26,2,28,19334,45370,2106
5451,จ3-88(2)-4/48รย,2.02E+13,35101,8802,3,48,บริษัท ไทยไบโอแก๊ซ เอ็นเนอร์ยี จำกัด,บริษัท ไทยไบโอแก๊ซ เอ็นเนอร์ยี จำกัด,ผลิตไฟฟ้าจากก๊าซชีวภาพ,208,,,สุขุมวิท,ห้วยโป่ง,เมืองระยอง,21,ระยอง,21150,038-691861-2,5000000,1000000,42000000,2000000,50000000,14,0,14,406,8000,0
5452,ข3-88(2)-91/57รย,9.11E+13,35101,8802,3,57,บริษัท ไออาร์พีซี คลีน พาวเวอร์ จำกัด,บริษัท ไออาร์พีซี คลีน พาวเวอร์ จำกัด,ผลิตไฟฟ้า ไอน้ำ,299,5,,สุขุมวิท,เชิงเนิน,เมืองระยอง,21,ระยอง,21000,,2950000000,360000000,7150000000,50000000,10510000000,70,10,80,385029.72,200000,14816
5453,ข3-88(2)-1/36รย,9.11E+13,35101,8802,3,36,บริษัท ไออาร์พีซี จำกัด (มหาชน),บริษัท ไออาร์พีซี จำกัด (มหาชน),ผลิตพลังงานไฟฟ้าและไอน้ำ,299,5,,สุขุมวิท,เชิงเนิน,เมืองระยอง,21,ระยอง,21000,038-611333,0,0,0,4900000000,4900000000,60,0,60,1008449.9,0,0
5454,3-88(2)-35/58รย,4.02E+13,35101,8802,3,58,บริษัท ไทยเจนเนอรัลไนซ์โคล แอนด์ โค้ก จำกัด,บริษัท ไทยเจนเนอรัลไนซ์โคล แอนด์ โค้ก จำกัด,"ผลิตกระแสไฟฟ้าจากลมร้อนที่เหลือใช้ของขบวนการผลิตถ่านโค้ก
",21/15,,,ทางหลวงแฟ่นดินสาย 36,ห้วยโป่ง,เมืองระยอง,21,ระยอง,21150,038-949900,140000000,62000000,206500000,148500000,557000000,25,4,29,43004.4,49791,2806
5455,3-88(2)-66/53รย,1.02E+13,35101,8802,3,53,บริษัท โกลบอล เพาเวอร์ ซินเนอร์ยี่ จำกัด (มหาชน),บริษัท โกลบอล เพาเวอร์ ซินเนอร์ยี่ จำกัด (มหาชน),ผลิตพลังงานไฟฟ้า กำลังการผลิต 112.50 เมกะวัตต์,92/9,,,ทางหลวงหมายเลข 3191,มาบตาพุด,เมืองระยอง,21,ระยอง,21150,038-643466,34000000,0,2100000,36000000,72100000,16,0,16,152817,3851,0
5456,ข3-89-3/66รย,9.11E+13,20111,8900,3,66,บริษัท บางกอกอินดัสเทรียลแก๊ส จำกัด,บริษัท บางกอกอินดัสเทรียลแก๊ส จำกัด,ผลิตและจำหน่ายก๊าซไนโตรเจนและออกซิเจน และจัดส่งก๊าซทางท่อ,299,5,,สุขุมวิท,เชิงเนิน,เมืองระยอง,21,ระยอง,21000,24816789,3800000,34344000,387240000,5000000,430384000,4,0,4,4001,3400,72
5457,3-89-1/29รย,1.02E+13,20111,8900,3,29,โรงแยกก๊าซธรรมชาติอีเทน,โรงแยกก๊าซธรรมชาติอีเทน,"แยกก๊าซธรรมชาตได้วันละ 180ล้านลบ.ฟุตต่อวัน ทั้งนี้คิดเป็นขนาดกำลังการแยกก๊าซธรรมชาติเพิ่มขึ้น 180 ล้านลบ.ฟุตต่อวัน(จากเดิม GSP-2,3 มีกำลังการผลิต 700 ล้านลบ.ฟุตต่อวัน รวมเป็น 880 ล้านลบ.ฟุตต่อวัน",555,,,สุขุมวิท,มาบตาพุด,เมืองระยอง,21,ระยอง,21150,038-685000,0,0,2113700000,0,2113700000,232,243,475,944335.9,376205,8781
5458,3-89-1/34รย,1.02E+13,20111,8900,3,34,บริษัท ลินเด้ (ประเทศไทย) จำกัด (มหาชน),บริษัท ลินเด้ (ประเทศไทย) จำกัด (มหาชน),ผลิตก๊าซคาร์บอนไดอ๊อกไซด์เหลว,555 ภายในบริเวณโรงแยกก๊าซ ปตท.,,,,มาบตาพุด,เมืองระยอง,21,ระยอง,21150,681358,9500000,0,67000000,14500000,91000000,16,0,16,7026.3,4800,672
5459,ข3-89-9/57รย,9.11E+13,20111,8900,3,57,บริษัท บางกอกอินดัสเทรียลแก๊ส จำกัด,บริษัท บางกอกอินดัสเทรียลแก๊ส จำกัด,ผลิตและจำหน่ายก๊าซไนโตรเจน,299,5,,สุขุมวิท,เชิงเนิน,เมืองระยอง,21,ระยอง,21000,038-942072,90000000,0,160000000,8500000,258500000,2,0,2,3000,529,107
5460,จ3-89-1/62รย,2.02E+13,20111,8900,3,62,บริษัท ไทย ไบโอแก๊ซ เอ็นเนอร์ยี่ จำกัด,บริษัท ไทย ไบโอแก๊ซ เอ็นเนอร์ยี่ จำกัด,ผลิตก๊าซชีวภาพอัด,น.ส.3 ก. เลขที่367 เล่มที่ 17 เลขที่ดิน 74 ,1,,ห้วยโป่ง-หนองบอน,ห้วยโป่ง,เมืองระยอง,21,ระยอง,21150,,3000000,0,12000000,0,15000000,8,2,10,132.75,395,228
5461,3-89-1/33รย,1.02E+13,20111,8900,3,33,บริษัท พีทีที โกลบอล เคมิคอล จำกัด (มหาชน),บริษัท พีทีที โกลบอล เคมิคอล จำกัด (มหาชน),ส่งและจำหน่ายเอทิลีนและโพรพิลีน,19,,,โรงปุ๋ย,มาบตาพุด,เมืองระยอง,21,ระยอง,21150,423686,230400000,0,921600000,500000000,1652000000,27,1,28,9150.67,131520,65760
5462,3-89-1/40รย,1.02E+13,20111,8900,3,40,บริษัท ลินเด้ (ประเทศไทย) จำกัด (มหาชน),บริษัท ลินเด้ (ประเทศไทย) จำกัด (มหาชน),ผลิตคาร์บอนไดออกไซด์เหลว และน้ำแข็งแห้ง,269,,,สุขุมวิท,มาบตาพุด,เมืองระยอง,21,ระยอง,21150,038-685600,4000000,0,30000000,50000000,84000000,4,4,8,9953.2,8000,350
5463,3-89-2/33รย,1.02E+13,20111,8900,3,33,บริษัท แพรกซ์แอร์ (ประเทศไทย) จำกัด,บริษัท แพรกซ์แอร์ (ประเทศไทย) จำกัด,ผลิตคาร์บอนไดออกไซด์เหลวและน้ำแข็งแห้ง,-,1,-,สุขุมวิท,มาบตาพุด,เมืองระยอง,21,ระยอง,21150,681718,11790000,0,182280000,2000000,196070000,29,0,29,33528.78,16222,2941
5464,3-90-3/65รย,1.02E+13,36002,9000,3,65,โรงสูบน้ำดิบทับมา,โรงสูบน้ำดิบทับมา,สูบ-ส่ง น้ำดิบ,โฉนดที่ดินเลขที่ 59183,,,,ทับมา,เมืองระยอง,21,ระยอง,21000,,20000000,5000000,60000000,10000000,95000000,5,0,5,2320,5310,196
5465,3-90-12/63รย,1.02E+13,36002,9000,3,63,บริษัท จัดการและพัฒนาทรัพยากรน้ำภาคตะวันออก จำกัด (มหาชน),บริษัท จัดการและพัฒนาทรัพยากรน้ำภาคตะวันออก จำกัด (มหาชน),จัดหาน้ำ ทำน้ำให้บริสุทธิ์ หรือ จำหน่ายน้ำไปยังอาคาร หรือโรงงานอุตสหกรรม,โฉนดที่ดินเลขที่ 101563,7,,,ทับมา,เมืองระยอง,21,ระยอง,21000,,10500000,12500000,13500000,5000000,41500000,10,0,10,7238.58,19902,432
5466,3-90-6/49รย,1.02E+13,36002,9000,3,49,บริษัท โกลบอล เพาเวอร์ ซินเนอร์ยี่ จำกัด (มหาชน),บริษัท โกลบอล เพาเวอร์ ซินเนอร์ยี่ จำกัด (มหาชน),ผลิตไอน้ำ ผลิตน้ำปราศจากแร่ธาตุ ผลิตน้ำใช้อุตสาหกรรม และสถานีรับและจ่ายไฟฟ้า (300MW),92/9,,,ทางหลวงหมายเลข 3191,มาบตาพุด,เมืองระยอง,21,ระยอง,21150,038-918443,915000000,90000000,4400000000,250000000,5655000000,40,0,40,208336.4,55000,4425
5467,3-90-4/65รย,1.02E+13,36002,9000,3,65,สถานีสูบน้ำ C123,สถานีสูบน้ำ C123,สูบ-ส่ง น้ำดิบ,โฉนดที่ดินเลขที่ 21956,,,,มาบตาพุด,เมืองระยอง,21,ระยอง,21150,,20000000,20000000,80000000,20000000,140000000,5,0,5,4400,15930,535
5468,3-90-1/67รย,1.02E+13,36002,9000,3,67,บริษัท จัดการและพัฒนาทรัพยากรน้ำภาคตะวันออก จำกัด (มหาชน),บริษัท จัดการและพัฒนาทรัพยากรน้ำภาคตะวันออก จำกัด (มหาชน),จัดหาน้ำ จำหน่ายน้ำไปยังอาคารหรือโรงงานอุตสาหกรรม,น.ส.4 จ. เลขที่ 164429 164430,,,,ห้วยโป่ง,เมืองระยอง,21,ระยอง,21150,,73000000,0,78000000,0,151000000,4,0,4,2027.614,18260,2506
5469,3-90-2/63รย,1.02E+13,36002,9000,3,63,บริษัท จัดการและพัฒนาทรัพยากรน้ำภาคตะวันออก จำกัด (มหาชน),บริษัท จัดการและพัฒนาทรัพยากรน้ำภาคตะวันออก จำกัด (มหาชน),จัดหาน้ำ ทำน้ำให้บริสุทธิ์ หรือจำหน่ายน้ำไปยังอาคาร หรือโรงงาน,โฉนดที่ดินเลขที่ 69419,7,,,ทับมา,เมืองระยอง,21,ระยอง,21000,,10500000,6500000,13500000,5000000,35500000,10,0,10,7241.5,2847,996
5470,ข3-90-4/50รย,9.11E+13,36002,9000,3,50,บริษัท ไออาร์พีซี จำกัด (มหาชน),บริษัท ไออาร์พีซี จำกัด (มหาชน),"ผลิตน้ำประปา กำลังการผลิต 24,000 ลูกบาศก์เมตรต่อวัน",299,5,,,ตะพง,เมืองระยอง,21,ระยอง,21000,038-611333,40000000,30000000,40000000,10000000,120000000,8,0,8,1990.24,0,0
5471,3-90-1/63รย,1.02E+13,36002,9000,3,63,บริษัท จัดการและพัฒนาทรัพยากรน้ำภาคตะวันออก จำกัด (มหาชน),บริษัท จัดการและพัฒนาทรัพยากรน้ำภาคตะวันออก จำกัด (มหาชน),จัดหาน้ำ ทำน้ำให้บริสุทธิ์ หรือจำหน่ายน้ำไปยังอาคาร หรือโรงงาน,โฉนดที่ดินเลขที่ 136855,6,,,ทับมา,เมืองระยอง,21,ระยอง,21000,,10500000,15000000,13500000,5000000,44000000,10,0,10,7241.5,6250,996
5472,3-90-11/63รย,1.02E+13,36002,9000,3,63,บริษัท จัดการและพัฒนาทรัพยากรน้ำภาคตะวันออก จำกัด (มหาชน),บริษัท จัดการและพัฒนาทรัพยากรน้ำภาคตะวันออก จำกัด (มหาชน),จัดหาน้ำ ทำน้ำให้บริสุทธิ์ หรือจำหน่ายน้ำไปยังอาคาร หรือ โรงงานอุตสาหกรรม,โฉนดที่ดินเลขที่ 101562,7,,,ทับมา,เมืองระยอง,21,ระยอง,21000,,10500000,5000000,13500000,5000000,34000000,10,0,10,2345.85,12227,1368
5473,จ3-90-2/58รย,2.02E+13,36002,9000,3,58,การประปาส่วนภูมิภาค,การประปาส่วนภูมิภาค,จัดหาน้ำ ทำน้ำให้บริสุทธิ์ หรือจำหน่ายน้ำ, ,7,,,เพ,เมืองระยอง,21,ระยอง,21160,,5000000,0,9000000,3600000,17600000,3,0,3,475,4800,147
5474,จ3-90-2/50รย,2.02E+13,36002,9000,3,50,บริษัท พีทีที โกลบอล เคมิคอล จำกัด (มหาชน),บริษัท พีทีที โกลบอล เคมิคอล จำกัด (มหาชน),โครงการติดตั้งเพื่อสูบน้ำจากคลอง,83/9,5,,,ทับมา,เมืองระยอง,21,ระยอง,21000,,38000000,41000000,10000000,0,89000000,0,3,3,200,0,693
5475,3-90-4/58รย,1.02E+13,36002,9000,3,58,บริษัท ยูนิเวอร์แซล ยูทีลิตี้ส์ จำกัด (มหาชน),บริษัท ยูนิเวอร์แซล ยูทีลิตี้ส์ จำกัด (มหาชน),จัดหาน้ำ ทำน้ำให้บริสุทธิ์ หรือจำหน่ายน้ำ,,4,,สายระยอง-บ้านค่าย,น้ำคอก,เมืองระยอง,21,ระยอง,21000,,3000000,0,22000000,40000000,65000000,3,0,3,2710,10000,329
5476,จ3-90-8/58รย,2.02E+13,36002,9000,3,58,สถานีจ่ายน้ำเขาโขดหิน,สถานีจ่ายน้ำเขาโขดหิน,จัดหาน้ำ ทำน้ำให้บริสุทธิ์ หรือจำหน่ายน้ำ,,,,วัดโขดหิน-เขาไผ่,เนินพระ,เมืองระยอง,21,ระยอง,21000,02-2721688,1200000,0,1000000,940000,3140000,0,0,0,100,3154,33
5477,จ3-90-4/49รย,2.02E+13,36002,9000,3,49,บริษัท พีทีที โกลบอล เคมิคอล จำกัด (มหาชน),บริษัท พีทีที โกลบอล เคมิคอล จำกัด (มหาชน),ผลิตน้ำจากทะเล,,,,,มาบตาพุด,เมืองระยอง,21,ระยอง,21150,,4300000,0,0,0,4300000,8,0,8,429,16000,0
5478,จ3-90-5/66รย,2.02E+13,36002,9000,3,66,บริษัท วาย.เอส.เอส.พี. แอกกริเกต จำกัด,บริษัท วาย.เอส.เอส.พี. แอกกริเกต จำกัด,สูบ-ส่ง น้ำดิบ,โฉนดที่ดินเลขที่ 149217 เลขที่ดิน 2401,,,,ทับมา,เมืองระยอง,21,ระยอง,21000,614395599,3000000,45000,5000000,50000000,58045000,4,0,4,428.8,562,67
5479,จ3-91(1)-19/62รย,2.02E+13,52293,9101,3,62,บริษัท เอส เอ็ม ซี โลจิสติกส์ จำกัด,บริษัท เอส เอ็ม ซี โลจิสติกส์ จำกัด,บรรจุเม็ดพลาสติก,213/5,,,,ห้วยโป่ง,เมืองระยอง,21,ระยอง,21150,,200000000,29000000,80000000,10000000,319000000,8,2,10,242.4,74898,39940
5480,จ3-91(1)-1/53รย,2.02E+13,52293,9101,3,53,บริษัท จีซี โลจิสติกส์ โซลูชั่นส์ จำกัด,บริษัท จีซี โลจิสติกส์ โซลูชั่นส์ จำกัด,บรรจุหีบห่อ จัดเก็บ และขนส่งผลิตภัณฑ์เม็ดพลาสติก,48,,,โรงปุ๋ย,มาบตาพุด,เมืองระยอง,21,ระยอง,21150,038-974000,1824000000,393000000,1491000000,145000000,3853000000,130,33,163,13633.45,124197,31803
5481,จ3-91(1)-3/66รย,2.02E+13,52293,9101,3,66,บริษัท เอเชีย ไบโอแมส จำกัด (มหาชน),บริษัท เอเชีย ไบโอแมส จำกัด (มหาชน),บรรจุกะลาปาล์มและคลังสินค้า,152/5,16,,,ตะพง,เมืองระยอง,21,ระยอง,21000,,18300000,46500000,2000000,64800000,131600000,5,1,6,485,27814,182
5482,จ3-91(1)-3/60รย,2.02E+13,52293,9101,3,60,บริษัท นิปปอน ทัลก์ (ประเทศไทย) จำกัด,บริษัท นิปปอน ทัลก์ (ประเทศไทย) จำกัด,แบ่งบรรจุแป้งอุตสาหกรรม (talcum fowder),โฉนดที่ดินเลขที่ 934,4,,,เชิงเนิน,เมืองระยอง,21,ระยอง,21000,,1500000,0,2000000,7700000,11200000,4,0,4,94,3576,756
5483,จ3-91(1)-3/64รย,2.02E+13,52293,9101,3,64,บริษัท ปิยะมณี กรุ๊ป จำกัด,บริษัท ปิยะมณี กรุ๊ป จำกัด,บรรจุสินค้าทั่วไป เช่น ถุงมือยาง,36/10,,,เสม็ดแดง,ทับมา,เมืองระยอง,21,ระยอง,21000,,0,6934000,11500000,2000000,20434000,45,55,100,420,13868,2168
5484,3-91(1)-5/65รย,1.02E+13,52293,9101,3,65,บริษัท คาทูน นาที เซอร์วิสเซส (ประเทศไทย) จำกัด,บริษัท คาทูน นาที เซอร์วิสเซส (ประเทศไทย) จำกัด,บรรจุเม็ดพลาสติกโดยไม่มีการผลิตหรือแปรรูป,14,,,ผังเมืองเฉพาะ 3-1,ห้วยโป่ง,เมืองระยอง,21,ระยอง,21150,,196000000,25068750,213345000,80000000,514413750,33,6,39,2958.93,64000,10820
5485,จ3-91(2)-2/66รย,2.02E+13,46613,9102,3,66,บริษัท แลบแก๊ส (ประเทศไทย) จำกัด,บริษัท แลบแก๊ส (ประเทศไทย) จำกัด,"แบ่งบรรจุก๊าซออกซิเจน, ก๊าซไนโตรเจน, ก๊าซอาร์กอน, ก๊าซคาร์บอนไดออกไซด์ และก๊าซไนตรัสออกไซด์",9-ก.ย.,,,คลองน้ำหู,เนินพระ,เมืองระยอง,21,ระยอง,21000,,5000000,0,2000000,1000000,8000000,25,0,25,472.2,6667,780
5486,3-91(2)-1/25รย,1.02E+13,46613,9102,3,25,ห้างหุ้นส่วนจำกัด ไทยผลิตภัณฑ์ก๊าซ,ห้างหุ้นส่วนจำกัด ไทยผลิตภัณฑ์ก๊าซ,บรรจุก๊าซออกซิเจน,363,,,สุขุมวิท,เนินพระ,เมืองระยอง,21,ระยอง,21000,611050,10000000,20000000,17500000,2000000,49500000,17,35,52,37.5,14548,2160
